env,method,seed,episode,sample_return,greedy_return,baseline,critic_samples
delayed_lever,learned_acct,5,280,1.9609375,2.0,1.7643650995666182,128
delayed_lever,learned_acct,5,300,1.84375,2.0,1.789112607054879,128
delayed_lever,learned_acct,5,320,1.94140625,2.0,1.8592098953271878,128
delayed_lever,learned_acct,5,340,1.8203125,2.0,1.9060074037761967,128
delayed_lever,learned_acct,5,360,1.91796875,2.0,1.8541106635921776,128
delayed_lever,learned_acct,5,380,1.921875,2.0,1.8643032248495353,128
delayed_lever,learned_acct,5,400,1.90234375,2.0,1.8688635643000502,128
delayed_lever,learned_agent_time_cf,6,1,0.6328125,2.0,0.04,128
delayed_lever,learned_agent_time_cf,6,20,0.6796875,2.0,0.2708394216088504,128
delayed_lever,learned_agent_time_cf,6,40,0.796875,2.0,0.4971989041897993,128
delayed_lever,learned_agent_time_cf,6,60,0.953125,2.0,0.589268240990891,128
delayed_lever,learned_agent_time_cf,6,80,1.16015625,2.0,0.7169342035225287,128
delayed_lever,learned_agent_time_cf,6,100,1.3359375,2.0,0.8989598189873332,128
delayed_lever,learned_agent_time_cf,6,120,1.47265625,2.0,1.0587713060594084,128
delayed_lever,learned_agent_time_cf,6,140,1.4453125,2.0,1.140254349400434,128
delayed_lever,learned_agent_time_cf,6,160,1.62890625,2.0,1.2415223108628326,128
delayed_lever,learned_agent_time_cf,6,180,1.5546875,2.0,1.324789506330301,128
delayed_lever,learned_agent_time_cf,6,200,1.62109375,2.0,1.374663442935242,128
delayed_lever,learned_agent_time_cf,6,220,1.640625,2.0,1.451739745255225,128
delayed_lever,learned_agent_time_cf,6,240,1.78515625,2.0,1.5100206383818235,128
delayed_lever,learned_agent_time_cf,6,260,1.84375,2.0,1.522173072202146,128
delayed_lever,learned_agent_time_cf,6,280,1.82421875,2.0,1.5459006254543326,128
delayed_lever,learned_agent_time_cf,6,300,1.78125,2.0,1.596622566550132,128
delayed_lever,learned_agent_time_cf,6,320,1.7578125,2.0,1.6693464915678982,128
delayed_lever,learned_agent_time_cf,6,340,1.81640625,2.0,1.7557232818819377,128
delayed_lever,learned_agent_time_cf,6,360,1.86328125,2.0,1.7574100444247356,128
delayed_lever,learned_agent_time_cf,6,380,1.875,2.0,1.8180267280214941,128
