env,total_pairs,relevant_pairs,irrelevant_pairs,method,seed,episode,sample_return,greedy_return,baseline
lever_20_pairs,20,4,16,acct,6,260,1.94140625,2.0,1.808847125394358
lever_20_pairs,20,4,16,acct,6,280,1.921875,2.0,1.834318208820996
lever_20_pairs,20,4,16,acct,6,300,1.91796875,2.0,1.833050778208848
lever_20_pairs,20,4,16,acct,6,320,1.9375,2.0,1.8885433686539177
lever_20_pairs,20,4,16,acct,6,340,1.921875,2.0,1.9255906644083864
lever_20_pairs,20,4,16,acct,6,360,1.90234375,2.0,1.9322287913712262
lever_20_pairs,20,4,16,acct,6,380,1.95703125,2.0,1.9547554008639532
lever_20_pairs,20,4,16,acct,6,400,1.8828125,2.0,1.9497760611691666
lever_20_pairs,20,4,16,acct,6,420,1.921875,2.0,1.9664700980635954
lever_20_pairs,20,4,16,acct,6,440,1.94140625,2.0,1.9579972520817197
lever_20_pairs,20,4,16,acct,6,460,1.98046875,2.0,1.9719586306541363
lever_20_pairs,20,4,16,acct,6,480,1.98046875,2.0,1.9616614401924024
lever_20_pairs,20,4,16,acct,6,500,2.0,2.0,1.9570264885754123
lever_20_pairs,20,4,16,acct,6,520,1.98046875,2.0,1.971310541198637
lever_20_pairs,20,4,16,acct,6,540,1.9609375,2.0,1.9604198684266823
lever_20_pairs,20,4,16,acct,6,560,2.0,2.0,1.9535577048697923
lever_20_pairs,20,4,16,acct,6,580,1.98046875,2.0,1.968994753544471
lever_20_pairs,20,4,16,acct,6,600,1.98046875,2.0,1.9793006503000576
lever_20_pairs,20,4,16,acct,6,620,1.9609375,2.0,1.962170949130172
lever_20_pairs,20,4,16,acct,6,640,1.9609375,2.0,1.974745024075374
lever_20_pairs,20,4,16,acct,6,660,2.0,2.0,1.9654065325917203
lever_20_pairs,20,4,16,acct,6,680,2.0,2.0,1.9769051253875822
lever_20_pairs,20,4,16,acct,6,700,1.9609375,2.0,1.9637379835488116
lever_20_pairs,20,4,16,acct,6,720,1.94140625,2.0,1.954088050414104
lever_20_pairs,20,4,16,acct,6,740,2.0,2.0,1.9497308983642683
lever_20_pairs,20,4,16,acct,6,760,1.9609375,2.0,1.949409131409021
lever_20_pairs,20,4,16,acct,6,780,2.0,2.0,1.948846749559222
lever_20_pairs,20,4,16,acct,6,800,2.0,2.0,1.965849682224552
lever_20_pairs,20,4,16,acct,7,1,0.55078125,2.0,0.04
lever_20_pairs,20,4,16,acct,7,20,0.72265625,2.0,0.18178441294853825
lever_20_pairs,20,4,16,acct,7,40,0.7890625,2.0,0.32559297897208694
lever_20_pairs,20,4,16,acct,7,60,1.1171875,2.0,0.6044117165931538
lever_20_pairs,20,4,16,acct,7,80,1.25,2.0,0.8027036716749171
lever_20_pairs,20,4,16,acct,7,100,1.33984375,2.0,1.0576060332614983
lever_20_pairs,20,4,16,acct,7,120,1.75,2.0,1.2278095265708515
lever_20_pairs,20,4,16,acct,7,140,1.73828125,2.0,1.27567146401288
lever_20_pairs,20,4,16,acct,7,160,1.69921875,2.0,1.4797837615059344
lever_20_pairs,20,4,16,acct,7,180,1.80078125,2.0,1.5666552897392276
lever_20_pairs,20,4,16,acct,7,200,1.8203125,2.0,1.672395725741465
lever_20_pairs,20,4,16,acct,7,220,1.86328125,2.0,1.78128877492396
lever_20_pairs,20,4,16,acct,7,240,1.83984375,2.0,1.806917438626913
lever_20_pairs,20,4,16,acct,7,260,1.90234375,2.0,1.8254393189004343
lever_20_pairs,20,4,16,acct,7,280,1.90234375,2.0,1.8399758735707419
lever_20_pairs,20,4,16,acct,7,300,1.9609375,2.0,1.8691566175226826
lever_20_pairs,20,4,16,acct,7,320,1.921875,2.0,1.9126479148067423
lever_20_pairs,20,4,16,acct,7,340,1.9375,2.0,1.9199799132443829
lever_20_pairs,20,4,16,acct,7,360,1.90234375,2.0,1.927736903644543
lever_20_pairs,20,4,16,acct,7,380,1.921875,2.0,1.9313297606372017
lever_20_pairs,20,4,16,acct,7,400,1.94140625,2.0,1.954155200779065
lever_20_pairs,20,4,16,acct,7,420,1.98046875,2.0,1.9520152633051666
lever_20_pairs,20,4,16,acct,7,440,1.8828125,2.0,1.9449058032599598
lever_20_pairs,20,4,16,acct,7,460,1.98046875,2.0,1.9406206551389056
lever_20_pairs,20,4,16,acct,7,480,1.94140625,2.0,1.9358578760131384
lever_20_pairs,20,4,16,acct,7,500,1.9609375,2.0,1.9571782067010672
lever_20_pairs,20,4,16,acct,7,520,1.9609375,2.0,1.9714118294287832
lever_20_pairs,20,4,16,acct,7,540,1.9609375,2.0,1.9604874892565727
lever_20_pairs,20,4,16,acct,7,560,1.94140625,2.0,1.9736211328436286
lever_20_pairs,20,4,16,acct,7,580,1.921875,2.0,1.9433077363979436
lever_20_pairs,20,4,16,acct,7,600,2.0,2.0,1.962151792882426
lever_20_pairs,20,4,16,acct,7,620,1.98046875,2.0,1.9747322352116694
lever_20_pairs,20,4,16,acct,7,640,1.98046875,2.0,1.9831310387988779
lever_20_pairs,20,4,16,acct,7,660,1.94140625,2.0,1.9695125872954005
lever_20_pairs,20,4,16,acct,7,680,1.98046875,2.0,1.9796463602402217
lever_20_pairs,20,4,16,acct,7,700,1.94140625,2.0,1.9679475202760055
lever_20_pairs,20,4,16,acct,7,720,1.9609375,2.0,1.931993489101743
lever_20_pairs,20,4,16,acct,7,740,1.98046875,2.0,1.9324522516714735
lever_20_pairs,20,4,16,acct,7,760,1.921875,2.0,1.935679025010266
lever_20_pairs,20,4,16,acct,7,780,1.98046875,2.0,1.9570588043457933
lever_20_pairs,20,4,16,acct,7,800,2.0,2.0,1.9713321154645567
lever_20_pairs,20,4,16,acct,8,1,0.55078125,2.0,0.005
lever_20_pairs,20,4,16,acct,8,20,0.6484375,2.0,0.18982281201673973
lever_20_pairs,20,4,16,acct,8,40,0.9375,2.0,0.41077027214235
lever_20_pairs,20,4,16,acct,8,60,1.265625,2.0,0.6747516255177393
lever_20_pairs,20,4,16,acct,8,80,1.453125,2.0,0.9057636688537442
lever_20_pairs,20,4,16,acct,8,100,1.43359375,2.0,1.0562062672410946
lever_20_pairs,20,4,16,acct,8,120,1.69921875,2.0,1.214436856082339
lever_20_pairs,20,4,16,acct,8,140,1.57421875,2.0,1.4303465192819749
lever_20_pairs,20,4,16,acct,8,160,1.71875,2.0,1.498991881550733
lever_20_pairs,20,4,16,acct,8,180,1.8046875,2.0,1.6222874264777456
lever_20_pairs,20,4,16,acct,8,200,1.82421875,2.0,1.7021788509644105
lever_20_pairs,20,4,16,acct,8,220,1.90234375,2.0,1.77946908841541
lever_20_pairs,20,4,16,acct,8,240,1.78125,2.0,1.832344985235521
lever_20_pairs,20,4,16,acct,8,260,1.94140625,2.0,1.8522295648009546
lever_20_pairs,20,4,16,acct,8,280,1.80078125,2.0,1.8800676264859781
lever_20_pairs,20,4,16,acct,8,300,1.8828125,2.0,1.879822067269112
lever_20_pairs,20,4,16,acct,8,320,1.921875,2.0,1.9197682540798113
lever_20_pairs,20,4,16,acct,8,340,1.921875,2.0,1.946436646835853
lever_20_pairs,20,4,16,acct,8,360,1.94140625,2.0,1.91807360535432
lever_20_pairs,20,4,16,acct,8,380,1.90234375,2.0,1.8790105221058875
lever_20_pairs,20,4,16,acct,8,400,1.86328125,2.0,1.919226460059404
lever_20_pairs,20,4,16,acct,8,420,1.9609375,2.0,1.9113110810682659
lever_20_pairs,20,4,16,acct,8,440,1.921875,2.0,1.923057526560317
lever_20_pairs,20,4,16,acct,8,460,1.98046875,2.0,1.9486325913651126
lever_20_pairs,20,4,16,acct,8,480,1.921875,2.0,1.9657067085069484
lever_20_pairs,20,4,16,acct,8,500,1.921875,2.0,1.9771055252215173
lever_20_pairs,20,4,16,acct,8,520,1.94140625,2.0,1.921493388804059
lever_20_pairs,20,4,16,acct,8,540,1.9609375,2.0,1.947588360530112
lever_20_pairs,20,4,16,acct,8,560,1.98046875,2.0,1.9255733891914648
lever_20_pairs,20,4,16,acct,8,580,2.0,2.0,1.932933818042082
lever_20_pairs,20,4,16,acct,8,600,1.921875,2.0,1.9552260822897163
lever_20_pairs,20,4,16,acct,8,620,2.0,2.0,1.9701085756099084
lever_20_pairs,20,4,16,acct,8,640,1.94140625,2.0,1.98004424679006
lever_20_pairs,20,4,16,acct,8,660,1.98046875,2.0,1.9662505599024778
lever_20_pairs,20,4,16,acct,8,680,2.0,2.0,1.977468604748623
lever_20_pairs,20,4,16,acct,8,700,1.9609375,2.0,1.9609478609154156
lever_20_pairs,20,4,16,acct,8,720,1.98046875,2.0,1.9554642530669077
lever_20_pairs,20,4,16,acct,8,740,1.98046875,2.0,1.9702675803194
lever_20_pairs,20,4,16,acct,8,760,2.0,2.0,1.9801503996016636
lever_20_pairs,20,4,16,acct,8,780,1.9609375,2.0,1.986748248537918
lever_20_pairs,20,4,16,acct,8,800,1.9609375,2.0,1.9529931607574922
lever_20_pairs,20,4,16,acct,9,1,0.61328125,2.0,0.04
lever_20_pairs,20,4,16,acct,9,20,0.79296875,2.0,0.2575985644916156
lever_20_pairs,20,4,16,acct,9,40,0.93359375,2.0,0.433750500321336
lever_20_pairs,20,4,16,acct,9,60,1.12109375,2.0,0.5832785167759479
lever_20_pairs,20,4,16,acct,9,80,1.41796875,2.0,0.8223971631564733
lever_20_pairs,20,4,16,acct,9,100,1.6015625,2.0,1.076531299799477
lever_20_pairs,20,4,16,acct,9,120,1.578125,2.0,1.2212789710866696
lever_20_pairs,20,4,16,acct,9,140,1.703125,2.0,1.3176611111966412
lever_20_pairs,20,4,16,acct,9,160,1.8203125,2.0,1.5444651183963645
lever_20_pairs,20,4,16,acct,9,180,1.796875,2.0,1.5890605939189242
lever_20_pairs,20,4,16,acct,9,200,1.84375,2.0,1.6425144467091162
lever_20_pairs,20,4,16,acct,9,220,1.86328125,2.0,1.6764947187327177
lever_20_pairs,20,4,16,acct,9,240,1.94140625,2.0,1.7627562197565436
lever_20_pairs,20,4,16,acct,9,260,1.90234375,2.0,1.8219962429667846
lever_20_pairs,20,4,16,acct,9,280,1.84375,2.0,1.8811632728022687
lever_20_pairs,20,4,16,acct,9,300,1.9609375,2.0,1.8743329505706967
lever_20_pairs,20,4,16,acct,9,320,1.9609375,2.0,1.8948346004495105
lever_20_pairs,20,4,16,acct,9,340,1.94140625,2.0,1.9120576967527674
lever_20_pairs,20,4,16,acct,9,360,1.98046875,2.0,1.923194074282831
lever_20_pairs,20,4,16,acct,9,380,1.98046875,2.0,1.8864916743885092
lever_20_pairs,20,4,16,acct,9,400,1.9609375,2.0,1.9242209369611958
lever_20_pairs,20,4,16,acct,9,420,2.0,2.0,1.9036402178586174
lever_20_pairs,20,4,16,acct,9,440,2.0,2.0,1.9356694412858286
lever_20_pairs,20,4,16,acct,9,460,1.98046875,2.0,1.9389574631601478
lever_20_pairs,20,4,16,acct,9,480,1.98046875,2.0,1.9592475157895608
lever_20_pairs,20,4,16,acct,9,500,1.98046875,2.0,1.972793316672287
lever_20_pairs,20,4,16,acct,9,520,1.98046875,2.0,1.9818366013254025
lever_20_pairs,20,4,16,acct,9,540,1.9609375,2.0,1.987873970250673
lever_20_pairs,20,4,16,acct,9,560,2.0,2.0,1.9919045658736094
lever_20_pairs,20,4,16,acct,9,580,1.98046875,2.0,1.994595423642403
lever_20_pairs,20,4,16,acct,9,600,1.921875,2.0,1.976373577970964
lever_20_pairs,20,4,16,acct,9,620,1.9609375,2.0,1.9842268123093654
lever_20_pairs,20,4,16,acct,9,640,2.0,2.0,1.9654596941577427
lever_20_pairs,20,4,16,acct,9,660,1.98046875,2.0,1.9769406164728498
lever_20_pairs,20,4,16,acct,9,680,1.98046875,2.0,1.9846053717335166
lever_20_pairs,20,4,16,acct,9,700,2.0,2.0,1.964722423447089
lever_20_pairs,20,4,16,acct,9,720,1.9609375,2.0,1.9594175930630788
lever_20_pairs,20,4,16,acct,9,740,1.98046875,2.0,1.9555284783444762
lever_20_pairs,20,4,16,acct,9,760,1.98046875,2.0,1.9703104576266928
lever_20_pairs,20,4,16,acct,9,780,1.9609375,2.0,1.9801790248338198
lever_20_pairs,20,4,16,acct,9,800,1.94140625,2.0,1.9867673589710986
lever_20_pairs,20,4,16,acct,10,1,0.49609375,2.0,0.01
lever_20_pairs,20,4,16,acct,10,20,0.72265625,2.0,0.21304304011956832
lever_20_pairs,20,4,16,acct,10,40,0.96875,2.0,0.42886368356127996
lever_20_pairs,20,4,16,acct,10,60,1.06640625,2.0,0.547330745747329
lever_20_pairs,20,4,16,acct,10,80,1.2890625,2.0,0.7165528098547285
lever_20_pairs,20,4,16,acct,10,100,1.54296875,2.0,0.9138844159478405
lever_20_pairs,20,4,16,acct,10,120,1.64453125,2.0,1.1131100485122236
lever_20_pairs,20,4,16,acct,10,140,1.78515625,2.0,1.2819056925255548
lever_20_pairs,20,4,16,acct,10,160,1.73828125,2.0,1.4786004882919714
lever_20_pairs,20,4,16,acct,10,180,1.68359375,2.0,1.6112992424267711
lever_20_pairs,20,4,16,acct,10,200,1.86328125,2.0,1.674236298001898
lever_20_pairs,20,4,16,acct,10,220,1.86328125,2.0,1.7594468839598134
lever_20_pairs,20,4,16,acct,10,240,1.921875,2.0,1.734121839560233
lever_20_pairs,20,4,16,acct,10,260,1.94140625,2.0,1.7591977294042889
lever_20_pairs,20,4,16,acct,10,280,1.8828125,2.0,1.818394790480322
lever_20_pairs,20,4,16,acct,10,300,1.90234375,2.0,1.7719089189943587
lever_20_pairs,20,4,16,acct,10,320,1.98046875,2.0,1.8272977558622079
lever_20_pairs,20,4,16,acct,10,340,1.9609375,2.0,1.8417303911779028
lever_20_pairs,20,4,16,acct,10,360,1.9609375,2.0,1.8467981474638073
lever_20_pairs,20,4,16,acct,10,380,2.0,2.0,1.8977212219591895
lever_20_pairs,20,4,16,acct,10,400,1.94140625,2.0,1.9317178724385853
lever_20_pairs,20,4,16,acct,10,420,1.94140625,2.0,1.9544143073116014
lever_20_pairs,20,4,16,acct,10,440,1.98046875,2.0,1.9695666281632473
lever_20_pairs,20,4,16,acct,10,460,1.9609375,2.0,1.9556724383543969
lever_20_pairs,20,4,16,acct,10,480,1.921875,2.0,1.9285281832055041
lever_20_pairs,20,4,16,acct,10,500,2.0,2.0,1.952284845352175
lever_20_pairs,20,4,16,acct,10,520,1.98046875,2.0,1.9681449823835846
lever_20_pairs,20,4,16,acct,10,540,1.921875,2.0,1.9787333362988822
lever_20_pairs,20,4,16,acct,10,560,1.98046875,2.0,1.9858022057804992
lever_20_pairs,20,4,16,acct,10,580,1.9609375,2.0,1.9905214393977229
lever_20_pairs,20,4,16,acct,10,600,1.98046875,2.0,1.993672037381156
lever_20_pairs,20,4,16,acct,10,620,1.98046875,2.0,1.9717654017106914
lever_20_pairs,20,4,16,acct,10,640,1.98046875,2.0,1.9811503571027553
lever_20_pairs,20,4,16,acct,10,660,1.94140625,2.0,1.9874158281370624
lever_20_pairs,20,4,16,acct,10,680,1.98046875,2.0,1.991598706546367
lever_20_pairs,20,4,16,acct,10,700,2.0,2.0,1.9722451699957004
lever_20_pairs,20,4,16,acct,10,720,1.9609375,2.0,1.981470654234422
lever_20_pairs,20,4,16,acct,10,740,1.9609375,2.0,1.9876296610554942
lever_20_pairs,20,4,16,acct,10,760,1.98046875,2.0,1.9695954035857348
lever_20_pairs,20,4,16,acct,10,780,1.9609375,2.0,1.9797016490558403
lever_20_pairs,20,4,16,acct,10,800,1.98046875,2.0,1.9864486590961965
lever_20_pairs,20,4,16,acct,11,1,0.53125,2.0,0.015
lever_20_pairs,20,4,16,acct,11,20,0.69921875,2.0,0.2071010202390168
lever_20_pairs,20,4,16,acct,11,40,0.8515625,2.0,0.35920811044407897
lever_20_pairs,20,4,16,acct,11,60,1.10546875,2.0,0.6198759438208165
lever_20_pairs,20,4,16,acct,11,80,1.3984375,2.0,0.8513729451056666
lever_20_pairs,20,4,16,acct,11,100,1.48828125,2.0,1.0934108483192644
lever_20_pairs,20,4,16,acct,11,120,1.63671875,2.0,1.2019370459678433
lever_20_pairs,20,4,16,acct,11,140,1.66796875,2.0,1.3415049029090134
lever_20_pairs,20,4,16,acct,11,160,1.77734375,2.0,1.4562966463632094
lever_20_pairs,20,4,16,acct,11,180,1.9609375,2.0,1.5022355602519728
lever_20_pairs,20,4,16,acct,11,200,1.9375,2.0,1.6503101086965828
lever_20_pairs,20,4,16,acct,11,220,1.921875,2.0,1.6993111967691497
lever_20_pairs,20,4,16,acct,11,240,1.9609375,2.0,1.757024713791069
lever_20_pairs,20,4,16,acct,11,260,1.86328125,2.0,1.7968006539289696
lever_20_pairs,20,4,16,acct,11,280,1.94140625,2.0,1.845501448170685
lever_20_pairs,20,4,16,acct,11,300,1.84375,2.0,1.875586459609587
lever_20_pairs,20,4,16,acct,11,320,1.94140625,2.0,1.9169405286410857
lever_20_pairs,20,4,16,acct,11,340,1.94140625,2.0,1.9028057906365086
lever_20_pairs,20,4,16,acct,11,360,1.94140625,2.0,1.9351123710204994
lever_20_pairs,20,4,16,acct,11,380,1.9609375,2.0,1.9393021183535728
lever_20_pairs,20,4,16,acct,11,400,1.94140625,2.0,1.9243661829182561
lever_20_pairs,20,4,16,acct,11,420,1.9609375,2.0,1.9269082408619616
lever_20_pairs,20,4,16,acct,11,440,1.98046875,2.0,1.9512033589298419
lever_20_pairs,20,4,16,acct,11,460,1.98046875,2.0,1.9474046896579456
lever_20_pairs,20,4,16,acct,11,480,1.94140625,2.0,1.9648869515387113
lever_20_pairs,20,4,16,acct,11,500,1.98046875,2.0,1.976558248934621
lever_20_pairs,20,4,16,acct,11,520,1.9609375,2.0,1.9843501001168546
lever_20_pairs,20,4,16,acct,11,540,1.98046875,2.0,1.9682829265162984
lever_20_pairs,20,4,16,acct,11,560,2.0,2.0,1.9788254289015383
lever_20_pairs,20,4,16,acct,11,580,2.0,2.0,1.9632656676161717
lever_20_pairs,20,4,16,acct,11,600,1.9609375,2.0,1.9754758668634549
lever_20_pairs,20,4,16,acct,11,620,2.0,2.0,1.9651632656515239
lever_20_pairs,20,4,16,acct,11,640,1.9609375,2.0,1.9579016699021703
lever_20_pairs,20,4,16,acct,11,660,1.9609375,2.0,1.9510511251758578
lever_20_pairs,20,4,16,acct,11,680,2.0,2.0,1.9447233210389603
lever_20_pairs,20,4,16,acct,11,700,1.9609375,2.0,1.9630968484734628
lever_20_pairs,20,4,16,acct,11,720,1.9609375,2.0,1.9753631618579974
lever_20_pairs,20,4,16,acct,11,740,1.98046875,2.0,1.965457307442747
lever_20_pairs,20,4,16,acct,11,760,1.98046875,2.0,1.976939023082893
lever_20_pairs,20,4,16,acct,11,780,2.0,2.0,1.9846043079736797
lever_20_pairs,20,4,16,acct,11,800,2.0,2.0,1.9897217132725424
lever_20_pairs,20,4,16,acct,12,1,0.5234375,2.0,0.005
lever_20_pairs,20,4,16,acct,12,20,0.69921875,2.0,0.19779128435132273
lever_20_pairs,20,4,16,acct,12,40,0.88671875,2.0,0.3519536291897477
lever_20_pairs,20,4,16,acct,12,60,1.16796875,2.0,0.5924505950761684
lever_20_pairs,20,4,16,acct,12,80,1.23046875,2.0,0.7885770592301788
lever_20_pairs,20,4,16,acct,12,100,1.5,2.0,1.0867019113529197
lever_20_pairs,20,4,16,acct,12,120,1.625,2.0,1.193768529610182
lever_20_pairs,20,4,16,acct,12,140,1.48828125,2.0,1.4160962193679258
lever_20_pairs,20,4,16,acct,12,160,1.77734375,2.0,1.5228124282883055
lever_20_pairs,20,4,16,acct,12,180,1.77734375,2.0,1.6169949498497138
lever_20_pairs,20,4,16,acct,12,200,1.81640625,2.0,1.6985896369660414
lever_20_pairs,20,4,16,acct,12,220,1.8828125,2.0,1.724759232509798
lever_20_pairs,20,4,16,acct,12,240,1.921875,2.0,1.7792507681067549
lever_20_pairs,20,4,16,acct,12,260,1.921875,2.0,1.7941561689663852
lever_20_pairs,20,4,16,acct,12,280,1.9609375,2.0,1.8188514577338475
lever_20_pairs,20,4,16,acct,12,300,1.921875,2.0,1.8573606507801341
lever_20_pairs,20,4,16,acct,12,320,1.90234375,2.0,1.8877420177688609
lever_20_pairs,20,4,16,acct,12,340,1.90234375,2.0,1.904211982116096
lever_20_pairs,20,4,16,acct,12,360,1.9609375,2.0,1.8969696340594921
lever_20_pairs,20,4,16,acct,12,380,1.94140625,2.0,1.9312161063652724
lever_20_pairs,20,4,16,acct,12,400,1.98046875,2.0,1.9305495242811013
lever_20_pairs,20,4,16,acct,12,420,1.8828125,2.0,1.9291343087678794
lever_20_pairs,20,4,16,acct,12,440,1.8828125,2.0,1.9526894996095014
lever_20_pairs,20,4,16,acct,12,460,1.921875,2.0,1.9684151327915802
lever_20_pairs,20,4,16,acct,12,480,1.94140625,2.0,1.978913690864833
lever_20_pairs,20,4,16,acct,12,500,1.9609375,2.0,1.9428977718342813
lever_20_pairs,20,4,16,acct,12,520,2.0,2.0,1.918853257179399
lever_20_pairs,20,4,16,acct,12,540,1.9765625,2.0,1.9284474043395805
lever_20_pairs,20,4,16,acct,12,560,1.98046875,2.0,1.952230916737335
lever_20_pairs,20,4,16,acct,12,580,1.9609375,2.0,1.9476821590382232
lever_20_pairs,20,4,16,acct,12,600,1.94140625,2.0,1.965072192308903
lever_20_pairs,20,4,16,acct,12,620,1.98046875,2.0,1.976681917149495
lever_20_pairs,20,4,16,acct,12,640,1.9609375,2.0,1.984432662002957
lever_20_pairs,20,4,16,acct,12,660,1.9609375,2.0,1.9896071210541681
lever_20_pairs,20,4,16,acct,12,680,1.9609375,2.0,1.9930616311662772
lever_20_pairs,20,4,16,acct,12,700,2.0,2.0,1.9953678896556295
lever_20_pairs,20,4,16,acct,12,720,1.9609375,2.0,1.9969075662080489
lever_20_pairs,20,4,16,acct,12,740,2.0,2.0,1.9787099068168659
lever_20_pairs,20,4,16,acct,12,760,1.90234375,2.0,1.9857865640715309
lever_20_pairs,20,4,16,acct,12,780,1.98046875,2.0,1.9905109968681236
lever_20_pairs,20,4,16,acct,12,800,1.98046875,2.0,1.9936650658651502
lever_20_pairs,20,4,16,acct,13,1,0.59375,2.0,0.015
lever_20_pairs,20,4,16,acct,13,20,0.71484375,2.0,0.17774419605730873
lever_20_pairs,20,4,16,acct,13,40,0.8828125,2.0,0.4222337912506634
lever_20_pairs,20,4,16,acct,13,60,1.0703125,2.0,0.5410218981933101
lever_20_pairs,20,4,16,acct,13,80,1.22265625,2.0,0.8116741056534231
lever_20_pairs,20,4,16,acct,13,100,1.5625,2.0,0.9652322611501147
lever_20_pairs,20,4,16,acct,13,120,1.7265625,2.0,1.149325313332333
lever_20_pairs,20,4,16,acct,13,140,1.6796875,2.0,1.2817098543931618
lever_20_pairs,20,4,16,acct,13,160,1.80078125,2.0,1.3936461619549592
lever_20_pairs,20,4,16,acct,13,180,1.87890625,2.0,1.5512367238446447
lever_20_pairs,20,4,16,acct,13,200,1.8984375,2.0,1.6219666895860834
lever_20_pairs,20,4,16,acct,13,220,1.90234375,2.0,1.661020784916167
lever_20_pairs,20,4,16,acct,13,240,1.8828125,2.0,1.7555998307359357
lever_20_pairs,20,4,16,acct,13,260,1.8828125,2.0,1.8368364987010164
lever_20_pairs,20,4,16,acct,13,280,1.94140625,2.0,1.8910707458333262
lever_20_pairs,20,4,16,acct,13,300,1.94140625,2.0,1.8584044675077378
lever_20_pairs,20,4,16,acct,13,320,1.94140625,2.0,1.8866286452063858
lever_20_pairs,20,4,16,acct,13,340,1.921875,2.0,1.9243123797711077
lever_20_pairs,20,4,16,acct,13,360,1.94140625,2.0,1.9494703413720196
lever_20_pairs,20,4,16,acct,13,380,1.921875,2.0,1.9662659970898968
lever_20_pairs,20,4,16,acct,13,400,1.921875,2.0,1.959383967723193
lever_20_pairs,20,4,16,acct,13,420,1.98046875,2.0,1.9213091416450212
lever_20_pairs,20,4,16,acct,13,440,1.8828125,2.0,1.908197486948904
lever_20_pairs,20,4,16,acct,13,460,1.98046875,2.0,1.9387119104599373
lever_20_pairs,20,4,16,acct,13,480,1.98046875,2.0,1.9590835828494144
lever_20_pairs,20,4,16,acct,13,500,1.9609375,2.0,1.9311604421684767
lever_20_pairs,20,4,16,acct,13,520,2.0,2.0,1.9323390240884109
lever_20_pairs,20,4,16,acct,13,540,1.91796875,2.0,1.9370959489501773
lever_20_pairs,20,4,16,acct,13,560,1.98046875,2.0,1.9354067341434489
lever_20_pairs,20,4,16,acct,13,580,2.0,2.0,1.9568770207924702
lever_20_pairs,20,4,16,acct,13,600,1.98046875,2.0,1.9081751481237978
lever_20_pairs,20,4,16,acct,13,620,1.921875,2.0,1.9386969968822165
lever_20_pairs,20,4,16,acct,13,640,2.0,2.0,1.9378045508614954
lever_20_pairs,20,4,16,acct,13,660,1.9609375,2.0,1.9584778223482457
lever_20_pairs,20,4,16,acct,13,680,1.98046875,2.0,1.9722794631950575
lever_20_pairs,20,4,16,acct,13,700,2.0,2.0,1.9814935486476901
lever_20_pairs,20,4,16,acct,13,720,2.0,2.0,1.9876449455482998
lever_20_pairs,20,4,16,acct,13,740,2.0,2.0,1.9917516671565767
lever_20_pairs,20,4,16,acct,13,760,1.94140625,2.0,1.9944933472400415
lever_20_pairs,20,4,16,acct,13,780,1.9609375,2.0,1.9963237147197643
lever_20_pairs,20,4,16,acct,13,800,1.94140625,2.0,1.9975456826404685
lever_20_pairs,20,4,16,acct,14,1,0.55078125,2.0,0.015
lever_20_pairs,20,4,16,acct,14,20,0.66015625,2.0,0.14551419583505962
lever_20_pairs,20,4,16,acct,14,40,0.76953125,2.0,0.34987389374060895
lever_20_pairs,20,4,16,acct,14,60,0.96484375,2.0,0.577269870386162
lever_20_pairs,20,4,16,acct,14,80,1.34375,2.0,0.8310685405962388
lever_20_pairs,20,4,16,acct,14,100,1.49609375,2.0,0.9923331186994551
lever_20_pairs,20,4,16,acct,14,120,1.72265625,2.0,1.1240811308110366
lever_20_pairs,20,4,16,acct,14,140,1.65234375,2.0,1.2937154710679248
lever_20_pairs,20,4,16,acct,14,160,1.9609375,2.0,1.4092787700292968
lever_20_pairs,20,4,16,acct,14,180,1.90234375,2.0,1.5412678002516138
lever_20_pairs,20,4,16,acct,14,200,1.8046875,2.0,1.6531861109412294
lever_20_pairs,20,4,16,acct,14,220,1.72265625,2.0,1.731067615908807
lever_20_pairs,20,4,16,acct,14,240,1.94140625,2.0,1.783409497142874
lever_20_pairs,20,4,16,acct,14,260,1.8828125,2.0,1.833256394164538
lever_20_pairs,20,4,16,acct,14,280,1.82421875,2.0,1.8442438193328672
lever_20_pairs,20,4,16,acct,14,300,1.86328125,2.0,1.8541375488650698
lever_20_pairs,20,4,16,acct,14,320,1.90234375,2.0,1.902621064842582
lever_20_pairs,20,4,16,acct,14,340,1.98046875,2.0,1.8910861485546315
lever_20_pairs,20,4,16,acct,14,360,1.94140625,2.0,1.9095552003860057
lever_20_pairs,20,4,16,acct,14,380,1.98046875,2.0,1.9396183307739052
lever_20_pairs,20,4,16,acct,14,400,1.98046875,2.0,1.9596887162767798
lever_20_pairs,20,4,16,acct,14,420,1.9609375,2.0,1.9730878656346968
lever_20_pairs,20,4,16,acct,14,440,1.94140625,2.0,1.9580232445607795
lever_20_pairs,20,4,16,acct,14,460,1.98046875,2.0,1.971975983440362
lever_20_pairs,20,4,16,acct,14,480,1.9609375,2.0,1.9642601275381917
lever_20_pairs,20,4,16,acct,14,500,1.9609375,2.0,1.9516397762349862
lever_20_pairs,20,4,16,acct,14,520,1.94140625,2.0,1.9446551250986164
lever_20_pairs,20,4,16,acct,14,540,1.9609375,2.0,1.9460205047140504
lever_20_pairs,20,4,16,acct,14,560,2.0,2.0,1.9639628586357836
lever_20_pairs,20,4,16,acct,14,580,2.0,2.0,1.9759413171459843
lever_20_pairs,20,4,16,acct,14,600,1.90234375,2.0,1.920002049051047
