env,variant,method,lambda,beta,seed,episode,sample_return,greedy_return,baseline
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,1,0.59765625,2.0,0.005
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,20,0.7421875,2.0,0.18403203193308335
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,40,0.953125,2.0,0.39525625997594444
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,60,1.19140625,2.0,0.6259616367173242
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,80,1.40234375,2.0,0.8672100910445335
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,100,1.5546875,2.0,1.1375623067893808
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,120,1.58203125,2.0,1.2661939452561617
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,140,1.74609375,2.0,1.4494530868591669
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,160,1.8046875,2.0,1.5293779610211422
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,180,1.91796875,2.0,1.6613089750940782
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,200,1.90234375,2.0,1.755792228796091
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,220,1.90234375,2.0,1.7831529451797261
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,240,1.86328125,2.0,1.8117669499842362
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,260,1.94140625,2.0,1.8743341152617008
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,280,1.94140625,2.0,1.875666866299629
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,300,1.921875,2.0,1.8977686490568377
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,320,1.921875,2.0,1.8911889195410547
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,340,1.98046875,2.0,1.9273568552703235
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,360,1.9609375,2.0,1.9515028574851094
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,380,1.9609375,2.0,1.9289754622137454
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,4,400,1.9609375,2.0,1.952583452383675
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,1,0.54296875,0.5,0.01
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,20,0.73828125,2.0,0.21801367917790834
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,40,0.88671875,2.0,0.3762673712861726
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,60,1.1875,2.0,0.5020355318304083
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,80,1.27734375,2.0,0.8350073036114491
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,100,1.62109375,2.0,1.049233567432671
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,120,1.765625,2.0,1.267502759188149
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,140,1.68359375,2.0,1.4136239795223495
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,160,1.78125,2.0,1.5830078036056383
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,180,1.8046875,2.0,1.6402981197703477
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,200,1.859375,2.0,1.713732337383388
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,220,1.921875,2.0,1.6979742671231182
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,240,1.86328125,2.0,1.7766620747250508
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,260,1.8984375,2.0,1.8013978206912005
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,280,1.9609375,2.0,1.8674116018855114
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,300,1.90234375,2.0,1.875640317618968
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,320,1.9609375,2.0,1.9169764846774917
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,340,1.8984375,2.0,1.9445728393275623
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,360,1.91796875,2.0,1.941293247352162
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,380,1.921875,2.0,1.9225070127659067
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,5,400,1.98046875,2.0,1.9265619256362356
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,1,0.671875,2.0,0.04
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,20,0.76171875,2.0,0.2752686335131704
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,40,0.98046875,2.0,0.5797486001117974
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,60,1.27734375,2.0,0.7431742316543289
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,80,1.453125,2.0,0.8884795641761485
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,100,1.6796875,2.0,1.0921591149095937
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,120,1.86328125,2.0,1.317551688589527
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,140,1.80078125,2.0,1.4835494561540041
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,160,1.94140625,2.0,1.6012610239483445
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,180,1.83984375,2.0,1.6741515616437088
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,200,1.86328125,2.0,1.7381327054048468
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,220,1.8828125,2.0,1.7805573884929662
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,240,1.94140625,2.0,1.8095954651618942
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,260,1.94140625,2.0,1.827605339119215
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,280,1.921875,2.0,1.8468413418395964
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,300,1.91796875,2.0,1.8769063648155473
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,320,1.9375,2.0,1.9178217078785458
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,340,1.921875,2.0,1.9451371170744984
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,360,1.90234375,2.0,1.945278158990656
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,380,1.9609375,2.0,1.9634672627130474
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,6,400,1.90234375,2.0,1.955592169588451
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,1,0.5546875,2.0,0.04
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,20,0.72265625,2.0,0.18178441294853825
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,40,0.7890625,2.0,0.32559297897208694
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,60,1.15625,2.0,0.6044117165931538
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,80,1.26953125,2.0,0.8027036716749171
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,100,1.40625,2.0,1.0576060332614983
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,120,1.75390625,2.0,1.2666530043957247
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,140,1.80078125,2.0,1.3641858251189638
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,160,1.72265625,2.0,1.5388766545951649
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,180,1.80078125,2.0,1.60610617623967
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,200,1.86328125,2.0,1.7200025276265103
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,220,1.8828125,2.0,1.8130714553721814
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,240,1.84375,2.0,1.8281358094578901
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,260,1.90234375,2.0,1.8626640764148505
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,280,1.90234375,2.0,1.8878866224340174
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,300,1.9609375,2.0,1.901142215396561
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,320,1.921875,2.0,1.9340017549286959
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,340,1.9375,2.0,1.934235907137383
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,360,1.90234375,2.0,1.9560953673496748
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,380,1.921875,2.0,1.9502620970734756
delayed_lever,abs_lam0.90_beta1.25,acct,0.9,1.25,7,400,1.94140625,2.0,1.9446485199862715
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,1,0.57421875,2.0,0.01
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,20,0.6640625,2.0,0.18968551714135243
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,40,0.94140625,2.0,0.45201226282873147
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,60,1.2265625,2.0,0.6878447241322269
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,80,1.33203125,2.0,0.8567462594503944
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,100,1.578125,2.0,1.0811204676978696
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,120,1.40234375,2.0,1.339272584463137
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,140,1.7265625,2.0,1.436961976765179
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,160,1.81640625,2.0,1.5345580957210678
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,180,1.765625,2.0,1.6305947388107194
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,200,1.8046875,2.0,1.6697408753958212
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,220,1.90234375,2.0,1.7164237204533435
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,240,1.921875,2.0,1.7689391710194848
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,260,1.82421875,2.0,1.8457419486122673
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,280,1.86328125,2.0,1.8384835648999043
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,300,1.9609375,2.0,1.892170340357712
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,320,1.9609375,2.0,1.9063089213000022
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,340,1.9609375,2.0,1.9161820134130028
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,360,2.0,2.0,1.9266640607066332
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,380,1.9609375,2.0,1.910248094157084
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,0,400,1.98046875,2.0,1.9400809121790563
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,1,0.5390625,2.0,0.005
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,20,0.78515625,2.0,0.26315973921281055
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,40,0.87109375,2.0,0.44105335650282784
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,60,1.2109375,2.0,0.7215061865809567
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,80,1.41015625,2.0,0.8330457595502359
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,100,1.56640625,2.0,1.0743636097091898
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,120,1.6796875,2.0,1.3179070653729534
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,140,1.6796875,2.0,1.4802990840586372
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,160,1.73828125,2.0,1.5439855549588788
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,180,1.66796875,2.0,1.6379861187810343
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,200,1.84375,2.0,1.6888281745713438
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,220,1.81640625,2.0,1.792259208758245
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,240,1.91796875,2.0,1.8613105917082937
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,260,1.9609375,2.0,1.810477915254202
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,280,1.921875,2.0,1.7869532477356034
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,300,1.86328125,2.0,1.8577682898317565
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,320,1.9609375,2.0,1.845662674107218
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,340,1.9609375,2.0,1.8969631708946144
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,360,1.9609375,2.0,1.882701791504877
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,380,1.90234375,2.0,1.8999876426048965
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,1,400,2.0,2.0,1.8694228715830286
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,1,0.55078125,2.0,0.01
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,20,0.76953125,2.0,0.2265643412337462
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,40,0.90234375,2.0,0.39761323571700136
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,60,1.0546875,2.0,0.532892056278043
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,80,1.23046875,2.0,0.7428662128618688
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,100,1.31640625,2.0,1.03384494592657
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,120,1.58203125,2.0,1.1701740959223226
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,140,1.69921875,2.0,1.2840160359364414
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,160,1.71875,2.0,1.3903150924107568
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,180,1.87890625,2.0,1.5694396954346532
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,200,1.765625,2.0,1.6940902807847378
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,220,1.82421875,2.0,1.7113414346810472
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,240,1.94140625,2.0,1.783279240677678
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,260,1.8828125,2.0,1.8183795018799156
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,280,1.921875,2.0,1.8324796320563552
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,300,1.98046875,2.0,1.8700671239146636
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,320,1.921875,2.0,1.868402082079109
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,340,1.859375,2.0,1.9121441809296407
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,360,1.921875,2.0,1.92132847105481
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,380,1.87890625,2.0,1.9474782601260294
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,2,400,1.9609375,2.0,1.9279397664048938
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,1,0.57421875,2.0,0.01
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,20,0.5546875,2.0,0.17302981661720915
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,40,0.82421875,2.0,0.3624904079726432
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,60,1.00390625,2.0,0.5500723164164004
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,80,1.3984375,2.0,0.714779369300567
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,100,1.51953125,2.0,0.939539709768296
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,120,1.4921875,2.0,1.178673227121632
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,140,1.63671875,2.0,1.3111413047960463
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,160,1.8828125,2.0,1.4380815922968737
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,180,1.82421875,2.0,1.501979953490937
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,200,1.8359375,2.0,1.6003407247633363
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,220,1.9140625,2.0,1.6936598390731137
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,240,1.98046875,2.0,1.7762593067649695
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,260,1.90234375,2.0,1.826128929590283
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,280,1.87890625,2.0,1.8403742035681363
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,300,1.90234375,2.0,1.8934325458043317
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,320,1.9609375,2.0,1.8937432906233842
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,340,1.921875,2.0,1.9069161142461069
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,360,1.98046875,2.0,1.9378564558287605
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,380,1.9609375,2.0,1.9104532705181654
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,3,400,1.94140625,2.0,1.9402178895533302
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,1,0.59765625,2.0,0.005
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,20,0.75390625,2.0,0.20853203193308334
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,40,0.95703125,2.0,0.41161265528394425
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,60,1.171875,2.0,0.6368812966141224
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,80,1.37890625,2.0,0.8745001430404906
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,100,1.53125,2.0,1.1198311836963903
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,120,1.5625,2.0,1.2563591516474917
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,140,1.72265625,2.0,1.4220436061921988
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,160,1.8046875,2.0,1.5110791732262074
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,180,1.8984375,2.0,1.6282488644354705
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,200,1.90234375,2.0,1.733721035373299
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,220,1.86328125,2.0,1.7684180405045218
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,240,1.82421875,2.0,1.7819115263912728
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,260,1.921875,2.0,1.854402396470913
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,280,1.94140625,2.0,1.8623602919441182
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,300,1.859375,2.0,1.8888850739403469
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,320,1.921875,2.0,1.864414479922346
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,340,1.9609375,2.0,1.9094820259415972
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,360,1.9609375,2.0,1.922538663325492
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,380,1.94140625,2.0,1.9096387352973223
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,4,400,1.94140625,2.0,1.93967409934662
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,1,0.54296875,2.0,0.01
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,20,0.7265625,2.0,0.22291367917790836
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,40,0.890625,2.0,0.3795386503477726
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,60,1.23046875,2.0,0.504219463809768
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,80,1.27734375,2.0,0.8364653140106406
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,100,1.578125,2.0,1.033176131192076
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,120,1.70703125,2.0,1.2567826867479788
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,140,1.65625,2.0,1.4030610105823003
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,160,1.76171875,2.0,1.57595588133586
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,180,1.765625,2.0,1.5835847235925615
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,200,1.80078125,2.0,1.6518600219897925
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,220,1.90234375,2.0,1.6566678161354085
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,240,1.8203125,2.0,1.7306213311946095
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,260,1.859375,2.0,1.7706606532847453
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,280,1.9609375,2.0,1.8468912238957904
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,300,1.90234375,2.0,1.861940749689603
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,320,1.9609375,2.0,1.9078305439182468
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,340,1.87890625,2.0,1.938466936367491
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,360,1.921875,2.0,1.919121954846443
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,380,1.921875,2.0,1.9077052811449748
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,5,400,1.94140625,2.0,1.916680171610322
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,1,0.66796875,2.0,0.04
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,20,0.76953125,2.0,0.2752686335131704
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,40,0.94921875,2.0,0.5797486001117974
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,60,1.1875,2.0,0.704172111935268
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,80,1.37109375,2.0,0.8624414381363569
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,100,1.66015625,2.0,1.0708522707771908
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,120,1.8203125,2.0,1.2783270695937912
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,140,1.77734375,2.0,1.4381372280918916
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,160,1.8828125,2.0,1.5474136584789175
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,180,1.83984375,2.0,1.6132026311983092
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,200,1.84375,2.0,1.6765990195162972
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,220,1.8828125,2.0,1.739477009262296
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,240,1.921875,2.0,1.782169876504776
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,260,1.94140625,2.0,1.8092957975016466
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,280,1.921875,2.0,1.8346177458965263
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,300,1.91796875,2.0,1.833250751548308
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,320,1.9375,2.0,1.8886768724494793
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,340,1.921875,2.0,1.9256797926065636
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,360,1.921875,2.0,1.9322882940668378
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,380,1.95703125,2.0,1.9547951253378844
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,6,400,1.8828125,2.0,1.949802581544637
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,1,0.55078125,2.0,0.04
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,20,0.72265625,2.0,0.18178441294853825
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,40,0.78515625,2.0,0.32559297897208694
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,60,1.1171875,2.0,0.6044117165931538
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,80,1.25,2.0,0.8027036716749171
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,100,1.33984375,2.0,1.0576060332614983
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,120,1.75,2.0,1.208968478033979
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,140,1.73828125,2.0,1.3011751754729448
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,160,1.69921875,2.0,1.4968102425860157
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,180,1.80078125,2.0,1.5780223042392267
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,200,1.8203125,2.0,1.6799844352367195
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,220,1.86328125,2.0,1.7863550578783252
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,240,1.8203125,2.0,1.8102997295144136
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,260,1.90234375,2.0,1.8276973632597246
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,280,1.90234375,2.0,1.8414833619855808
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,300,1.9609375,2.0,1.870163028805757
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,320,1.921875,2.0,1.9133198030021867
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,340,1.9375,2.0,1.9204284711597894
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,360,1.90234375,2.0,1.928036364484662
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,380,1.921875,2.0,1.931529683081294
delayed_lever,abs_lam0.99_beta0.75,acct,0.99,0.75,7,400,1.94140625,2.0,1.9321426110748745
