env,method,seed,episode,sample_return,greedy_return,baseline
delayed_simple_spread,shared,0,1,-1.8783781895403036,-2.2483236877215496,-0.09391890947701519
delayed_simple_spread,shared,0,25,-2.094559737322833,-1.3469336371158847,-0.7794159974354682
delayed_simple_spread,shared,0,50,-1.3891857466047137,-2.368571161055476,-1.0667443290545493
delayed_simple_spread,shared,0,75,-1.238848968806244,-1.7787702373137009,-1.1582149184263104
delayed_simple_spread,shared,0,100,-1.0592734118340943,-2.8488007359474996,-1.12834974404809
delayed_simple_spread,shared,0,125,-0.8879108620523894,-1.4213834724406293,-1.1603510258651835
delayed_simple_spread,shared,0,150,-0.7647250608021592,-1.1367214703952142,-1.177678299079265
delayed_simple_spread,shared,0,175,-0.8280886972883601,-1.147087668374044,-1.1262276695950364
delayed_simple_spread,shared,0,200,-0.9103045546224334,-0.9102946960427151,-1.123870631384383
delayed_simple_spread,shared,0,225,-1.0722565498155203,-1.5385416076889922,-1.1287999294561062
delayed_simple_spread,shared,0,250,-0.9953011856357209,-1.7046932725727528,-1.0460819819309501
delayed_simple_spread,shared,0,275,-1.016171102191017,-1.123225873626151,-1.0195202010503166
delayed_simple_spread,shared,0,300,-1.0194550832297153,-1.1545397490691964,-1.0350335903262893
delayed_simple_spread,shared,1,1,-0.43668355785571117,-1.8941347766619472,-0.02183417789278556
delayed_simple_spread,shared,1,25,-1.1786494179554676,-1.0184691601323437,-0.784831168803574
delayed_simple_spread,shared,1,50,-0.6900165637530309,-0.9846919850101021,-0.9689944485990246
delayed_simple_spread,shared,1,75,-1.3729531120152598,-1.2601544579692174,-1.1562938154967233
delayed_simple_spread,shared,1,100,-1.0472228210964885,-1.6625477142087342,-1.2163541065885928
delayed_simple_spread,shared,1,125,-1.531068902455496,-1.6166737169806626,-1.4930954555833498
delayed_simple_spread,shared,1,150,-1.142067195899994,-1.8633892968798869,-1.383863010283546
delayed_simple_spread,shared,1,175,-0.8657297266014204,-1.062440339627824,-1.2287027079689596
delayed_simple_spread,shared,1,200,-1.3208853070798858,-1.0514689361484122,-1.1961091952043998
delayed_simple_spread,shared,1,225,-0.7965331483216022,-1.2487794174577698,-1.297549597300294
delayed_simple_spread,shared,1,250,-0.8857994230207276,-1.5642815648113604,-1.219022112816466
delayed_simple_spread,shared,1,275,-0.8012994839862051,-1.2331573188216407,-1.1738519748357998
delayed_simple_spread,shared,1,300,-1.3336417152635056,-1.601165266593875,-1.0606252871601667
delayed_simple_spread,shared,2,1,-1.4357539058740414,-1.968804551212638,-0.07178769529370208
delayed_simple_spread,shared,2,25,-1.768968643645931,-1.4512673715621744,-0.8837785781913213
delayed_simple_spread,shared,2,50,-1.3679194677678799,-2.7811418174325433,-1.0552711070711835
delayed_simple_spread,shared,2,75,-1.1154420574305577,-1.202631613848635,-0.9690279444259344
delayed_simple_spread,shared,2,100,-1.0894782425946306,-1.3158750214059947,-1.0260976718177284
delayed_simple_spread,shared,2,125,-0.8674325155045444,-1.9513617862816934,-1.0121302949401172
delayed_simple_spread,shared,2,150,-0.8633002062812467,-1.876442316380625,-0.9699138911297402
delayed_simple_spread,shared,2,175,-0.8075549947438128,-1.2217410987580262,-1.1053754371699451
delayed_simple_spread,shared,2,200,-1.1957392194312784,-2.2760700559394134,-1.072993775765753
delayed_simple_spread,shared,2,225,-1.2002490025969974,-1.5830081696870826,-1.086187106258361
delayed_simple_spread,shared,2,250,-1.2251707017765165,-1.5435265784383476,-1.0797693914649782
delayed_simple_spread,shared,2,275,-1.2668669363910119,-1.3379642230539497,-1.0570589150861995
delayed_simple_spread,shared,2,300,-1.1111536472284944,-1.420995921346521,-0.9910170769284901
delayed_simple_spread,shared,3,1,-1.615158726829171,-1.5615724400752307,-0.08075793634145856
delayed_simple_spread,shared,3,25,-0.7265065391028064,-1.10428867564956,-0.7206060279650064
delayed_simple_spread,shared,3,50,-0.5667319571541694,-0.8122410246152598,-0.8901740947465803
delayed_simple_spread,shared,3,75,-1.0227737606208205,-1.5658219856957807,-0.961057794846162
delayed_simple_spread,shared,3,100,-0.7873781685011929,-0.8506731344906834,-0.9928644782179802
delayed_simple_spread,shared,3,125,-1.3369617454050309,-2.0510521579145258,-0.9953622596115272
delayed_simple_spread,shared,3,150,-1.1358366268862592,-0.705478349157075,-1.0253026490025834
delayed_simple_spread,shared,3,175,-0.7730257793805316,-1.3032345153508273,-1.0229003362040054
delayed_simple_spread,shared,3,200,-1.2147232503040455,-1.1088772572297165,-1.1412786509369648
delayed_simple_spread,shared,3,225,-1.3696571186690882,-1.1823936402756514,-1.175575177767374
delayed_simple_spread,shared,3,250,-1.4206550289242066,-1.2145468543934452,-1.1457403721328354
delayed_simple_spread,shared,3,275,-0.7094159452610564,-1.3048169061206722,-1.1293561266989016
delayed_simple_spread,shared,3,300,-0.686422439361044,-0.6372709562835023,-0.996449908484307
delayed_simple_spread,shared,4,1,-1.098265907378485,-2.35815318805088,-0.05491329536892425
delayed_simple_spread,shared,4,25,-0.9256857916149518,-1.1179783856404228,-0.7616953551001063
delayed_simple_spread,shared,4,50,-1.134965996249998,-1.458772748064067,-0.9267887376694774
delayed_simple_spread,shared,4,75,-1.8629658521082215,-1.9130664029532882,-1.0436064981955029
delayed_simple_spread,shared,4,100,-1.5669162457618822,-2.0876928653791755,-1.31952070553961
delayed_simple_spread,shared,4,125,-1.480272396368913,-1.8731633415975093,-1.5919072056672874
delayed_simple_spread,shared,4,150,-1.1431709435626403,-1.2336034050245446,-1.5487605127673638
delayed_simple_spread,shared,4,175,-1.4548766589262576,-2.5443428893013644,-1.6405326668646507
delayed_simple_spread,shared,4,200,-1.8408427719807796,-1.7454490598618486,-1.6682863961079195
delayed_simple_spread,shared,4,225,-1.5032298979494443,-1.3697865977932402,-1.7950682646575178
delayed_simple_spread,shared,4,250,-2.2670785672427898,-1.2714182740008557,-1.7111536360527848
delayed_simple_spread,shared,4,275,-0.991783766170801,-1.85159672189896,-1.7486670782534073
delayed_simple_spread,shared,4,300,-1.8855454657894808,-1.6903187936249668,-1.6620663674179912
delayed_simple_spread,shared,5,1,-0.9206565293452462,-2.1728471702085472,-0.04603282646726231
delayed_simple_spread,shared,5,25,-0.933129125376455,-1.4747360630446777,-0.8464852080866625
delayed_simple_spread,shared,5,50,-0.7098915393883994,-1.1036427838617744,-1.0419928137098062
delayed_simple_spread,shared,5,75,-1.5720873650122371,-0.9470702084623892,-1.1592304192389729
delayed_simple_spread,shared,5,100,-0.981051431860067,-2.2309359881802795,-1.1597611280870308
delayed_simple_spread,shared,5,125,-0.993067533857051,-1.8312314824322673,-1.127283772737952
delayed_simple_spread,shared,5,150,-0.8796900279180789,-1.7211488020056793,-1.087731177221812
delayed_simple_spread,shared,5,175,-0.9746187725696409,-1.875551793453317,-1.0708843697658605
delayed_simple_spread,shared,5,200,-0.9091549749802513,-1.3592214386758936,-1.0775103151552945
delayed_simple_spread,shared,5,225,-0.962581002510751,-1.37184787506905,-1.017883007711307
delayed_simple_spread,shared,5,250,-1.2990299057751113,-1.618349835903329,-1.0236604663466646
delayed_simple_spread,shared,5,275,-1.1025475425998073,-1.3081940048316458,-1.1800712992128368
delayed_simple_spread,shared,5,300,-1.492625959810131,-1.458352341390074,-1.2190894687944247
delayed_simple_spread,shared,6,1,-1.1330909814791452,-2.558806425016405,-0.05665454907395726
delayed_simple_spread,shared,6,25,-0.8583971744558998,-2.0706366603436925,-0.8706214168574016
delayed_simple_spread,shared,6,50,-1.8733081172444133,-1.7389591467530376,-1.2486982416657617
delayed_simple_spread,shared,6,75,-2.0935832600568975,-2.6794108210213756,-1.497212927506283
delayed_simple_spread,shared,6,100,-1.0342414644003153,-1.5768095587668782,-1.8194005344436552
delayed_simple_spread,shared,6,125,-2.9184186766207922,-1.494263514822337,-1.8673507269522691
delayed_simple_spread,shared,6,150,-1.081938497229864,-1.253980858606316,-1.4388032526576144
delayed_simple_spread,shared,6,175,-1.3227834885393894,-1.3139869803684496,-1.312394581708119
delayed_simple_spread,shared,6,200,-1.4100434074334802,-2.5711246569161337,-1.4044159319029579
delayed_simple_spread,shared,6,225,-2.680089784796835,-3.091450013194588,-1.5906231710607033
delayed_simple_spread,shared,6,250,-2.577552411597253,-3.496959357642177,-2.0117258912341534
delayed_simple_spread,shared,6,275,-2.8809817357053333,-2.1267011715685262,-1.9171452194458474
delayed_simple_spread,shared,6,300,-1.1126759967516482,-1.95567623207811,-1.7711227160997747
delayed_simple_spread,shared,7,1,-1.1477213798328139,-1.4971867622992399,-0.0573860689916407
delayed_simple_spread,shared,7,25,-1.3555703634657845,-1.3753831821475737,-0.7741741177775749
delayed_simple_spread,shared,7,50,-0.9561316238605088,-1.387876572166648,-0.9495585433665903
delayed_simple_spread,shared,7,75,-0.7483945468180825,-1.1115241020454445,-0.9320528373347484
delayed_simple_spread,shared,7,100,-0.6440049773997665,-1.2476230289314074,-0.9752962207475172
delayed_simple_spread,shared,7,125,-0.8843177201028145,-0.7401948959221673,-0.9616510003348923
delayed_simple_spread,shared,7,150,-1.0083247708202292,-1.0484318244722182,-1.0138671738786673
delayed_simple_spread,shared,7,175,-0.7592291703017134,-1.268639392201916,-0.9138035684173489
delayed_simple_spread,shared,7,200,-1.1469781397114867,-1.065048773932826,-0.9797766793804265
delayed_simple_spread,shared,7,225,-0.8858560591011286,-0.954623438998535,-1.091111961104331
delayed_simple_spread,shared,7,250,-1.37738285253427,-0.9951588535030446,-1.1145618447794796
delayed_simple_spread,shared,7,275,-0.8398320252877093,-1.1686000440837097,-1.1029254189722937
delayed_simple_spread,shared,7,300,-0.9248810718113788,-1.0652372777210821,-1.175999401609775
delayed_simple_spread,learned_agent_time_cf,0,1,-1.8783781895403036,-2.2483236877215496,-0.09391890947701519
delayed_simple_spread,learned_agent_time_cf,0,25,-2.2695259267371006,-1.1994281002696523,-0.8196032587870938
delayed_simple_spread,learned_agent_time_cf,0,50,-1.1303138858494721,-1.0704542652490565,-0.9711373866229634
delayed_simple_spread,learned_agent_time_cf,0,75,-1.0927046680903398,-0.9812132825554656,-1.0028937900583448
delayed_simple_spread,learned_agent_time_cf,0,100,-0.8464277880972826,-0.8889227601141529,-1.0049482756562875
delayed_simple_spread,learned_agent_time_cf,0,125,-0.8012014569678638,-0.8219333317155089,-0.9426662377398471
delayed_simple_spread,learned_agent_time_cf,0,150,-0.7163401062201146,-0.6832919307678121,-0.9591142296341384
delayed_simple_spread,learned_agent_time_cf,0,175,-0.7944829258289364,-1.0715258339133624,-0.9544416537833373
delayed_simple_spread,learned_agent_time_cf,0,200,-0.701937593348774,-1.1398427382182026,-0.9812382553717157
delayed_simple_spread,learned_agent_time_cf,0,225,-0.9027614970957609,-1.0276680623498555,-0.9693723868757832
delayed_simple_spread,learned_agent_time_cf,0,250,-0.7700293302303766,-0.7888458414341101,-0.9139316113858837
delayed_simple_spread,learned_agent_time_cf,0,275,-1.668460528598007,-0.6851116374171177,-0.9301845765464642
delayed_simple_spread,learned_agent_time_cf,0,300,-0.5490165934520307,-0.7395360631093523,-0.8826857803781184
delayed_simple_spread,learned_agent_time_cf,1,1,-0.43668355785571117,-1.8941347766619472,-0.02183417789278556
delayed_simple_spread,learned_agent_time_cf,1,25,-1.1703893584959433,-1.0707548747552897,-0.7546236650602496
delayed_simple_spread,learned_agent_time_cf,1,50,-0.835890879762615,-1.8945791251532373,-0.9466605046446461
delayed_simple_spread,learned_agent_time_cf,1,75,-1.052788224574986,-1.193308459053635,-1.0701437005611765
delayed_simple_spread,learned_agent_time_cf,1,100,-0.7757953966528537,-0.9492592657937827,-1.0180188588409615
